-5.299999999999999850e-02,-5.099999999999999672e-02
4.000000000000000083e-03,-3.899999999999999994e-02
-5.099999999999999672e-02,-5.099999999999999672e-02
-7.900000000000000078e-02,-4.399999999999999745e-02
-4.599999999999999922e-02,0.000000000000000000e+00
-6.500000000000000222e-02,-4.200000000000000261e-02
-1.089999999999999997e-01,7.000000000000000146e-03
-7.699999999999999900e-02,-5.299999999999999850e-02
-5.999999999999999778e-02,-5.000000000000000278e-02
-7.699999999999999900e-02,-4.000000000000000083e-02
-7.000000000000000666e-02,-4.800000000000000100e-02
-7.900000000000000078e-02,-4.900000000000000189e-02
-6.800000000000000488e-02,-2.199999999999999872e-02
-1.010000000000000064e-01,-2.000000000000000042e-02
-8.999999999999999667e-02,8.000000000000000167e-03
-6.900000000000000577e-02,-2.299999999999999961e-02
-3.400000000000000244e-02,-1.200000000000000025e-02
-3.699999999999999817e-02,-1.200000000000000025e-02
-7.199999999999999456e-02,-5.999999999999999778e-02
-7.900000000000000078e-02,-5.800000000000000294e-02
-7.900000000000000078e-02,-4.599999999999999922e-02
-7.000000000000000146e-03,-5.600000000000000117e-02
-5.999999999999999778e-02,-5.999999999999999778e-02
-8.799999999999999489e-02,-6.700000000000000400e-02
-6.199999999999999956e-02,-2.699999999999999969e-02
-7.399999999999999634e-02,-6.300000000000000044e-02
-9.800000000000000377e-02,4.000000000000000083e-03
-8.300000000000000433e-02,-7.399999999999999634e-02
-4.700000000000000011e-02,-8.100000000000000255e-02
-7.799999999999999989e-02,-5.999999999999999778e-02
-9.099999999999999756e-02,-5.600000000000000117e-02
-8.599999999999999312e-02,-6.300000000000000044e-02
-8.300000000000000433e-02,-1.499999999999999944e-02
-1.300000000000000044e-01,-1.899999999999999953e-02
-9.600000000000000200e-02,0.000000000000000000e+00
-8.000000000000000167e-02,-1.700000000000000122e-02
-5.600000000000000117e-02,-3.099999999999999978e-02
-6.800000000000000488e-02,-2.800000000000000058e-02
-6.600000000000000311e-02,-7.699999999999999900e-02
-8.500000000000000611e-02,-7.799999999999999989e-02
-7.499999999999999722e-02,-5.099999999999999672e-02
-1.099999999999999936e-02,-7.099999999999999367e-02
-6.600000000000000311e-02,-7.499999999999999722e-02
-8.100000000000000255e-02,-9.299999999999999933e-02
-9.099999999999999756e-02,5.000000000000000104e-03
-9.600000000000000200e-02,-7.900000000000000078e-02
-9.199999999999999845e-02,-1.000000000000000021e-02
-1.000000000000000056e-01,-9.500000000000000111e-02
-5.199999999999999761e-02,-1.019999999999999934e-01
-8.300000000000000433e-02,-8.599999999999999312e-02
-9.299999999999999933e-02,-6.900000000000000577e-02
-7.199999999999999456e-02,-7.199999999999999456e-02
