3.320226045566262441e-01,3.617463314490595438e-01,3.916507288886602600e-01,4.209671720859430311e-01,4.487971428316424594e-01,4.741524700299850625e-01,4.960165058451594389e-01,5.134224582058697361e-01,5.255404396104785825e-01,5.317609492001562632e-01,5.317609492001562632e-01,5.255404396104785825e-01,5.134224582058697361e-01,4.960165058451594389e-01,4.741524700299850625e-01,4.487971428316424594e-01,4.209671720859430866e-01,3.916507288886602600e-01,3.617463314490595438e-01,3.320226045566262441e-01
3.289478928988173734e-01,3.582506905855384893e-01,3.877139474277070952e-01,4.165814134522553003e-01,4.439705912621214612e-01,4.689123517175465272e-01,4.904108548604299012e-01,5.075200396084833532e-01,5.194284457632001306e-01,5.255404396104785825e-01,5.255404396104785825e-01,5.194284457632001306e-01,5.075200396084833532e-01,4.904108548604299012e-01,4.689123517175465827e-01,4.439705912621214612e-01,4.165814134522553003e-01,3.877139474277071507e-01,3.582506905855386004e-01,3.289478928988173734e-01
3.229252294777443799e-01,3.514097188948305250e-01,3.800163903652840069e-01,4.080130386591631630e-01,4.345481706527684063e-01,4.586893950977359857e-01,4.794809195290794523e-01,4.960165058451593834e-01,5.075200396084833532e-01,5.134224582058697361e-01,5.134224582058697361e-01,5.075200396084833532e-01,4.960165058451593834e-01,4.794809195290795079e-01,4.586893950977360968e-01,4.345481706527684063e-01,4.080130386591632186e-01,3.800163903652840625e-01,3.514097188948305250e-01,3.229252294777443799e-01
3.141966959010428218e-01,3.415098991884856217e-01,3.688928682556776861e-01,3.956477762983997004e-01,4.209671720859430311e-01,4.439705912621215167e-01,4.637586229383141578e-01,4.794809195290794523e-01,4.904108548604299012e-01,4.960165058451594389e-01,4.960165058451594389e-01,4.904108548604299012e-01,4.794809195290795079e-01,4.637586229383141578e-01,4.439705912621215167e-01,4.209671720859430311e-01,3.956477762983997559e-01,3.688928682556776861e-01,3.415098991884856772e-01,3.141966959010428218e-01
3.030985906539232499e-01,3.289478928988173734e-01,3.548054748035799344e-01,3.800163903652840069e-01,4.038276464724525061e-01,4.254225568035707727e-01,4.439705912621214612e-01,4.586893950977360412e-01,4.689123517175465827e-01,4.741524700299850625e-01,4.741524700299850625e-01,4.689123517175465827e-01,4.586893950977360968e-01,4.439705912621215167e-01,4.254225568035708283e-01,4.038276464724525061e-01,3.800163903652840069e-01,3.548054748035799344e-01,3.289478928988174289e-01,3.030985906539232499e-01
2.900337871264703216e-01,3.141966959010427107e-01,3.383027806988478381e-01,3.617463314490595438e-01,3.838362264208923236e-01,4.038276464724525061e-01,4.209671720859430311e-01,4.345481706527684063e-01,4.439705912621214612e-01,4.487971428316424594e-01,4.487971428316424594e-01,4.439705912621214612e-01,4.345481706527684063e-01,4.209671720859430311e-01,4.038276464724525061e-01,3.838362264208923236e-01,3.617463314490595438e-01,3.383027806988478936e-01,3.141966959010428218e-01,2.900337871264703216e-01
2.754413489096889101e-01,2.977687564515926200e-01,3.199757351959211515e-01,3.415098991884856217e-01,3.617463314490595438e-01,3.800163903652840069e-01,3.956477762983997559e-01,4.080130386591632186e-01,4.165814134522553003e-01,4.209671720859430311e-01,4.209671720859430866e-01,4.165814134522553003e-01,4.080130386591632186e-01,3.956477762983997559e-01,3.800163903652840069e-01,3.617463314490595438e-01,3.415098991884856772e-01,3.199757351959211515e-01,2.977687564515926200e-01,2.754413489096889101e-01
2.597671000774873784e-01,2.801806748732855734e-01,3.004159444907885668e-01,3.199757351959211515e-01,3.383027806988478936e-01,3.548054748035799344e-01,3.688928682556776861e-01,3.800163903652840625e-01,3.877139474277071507e-01,3.916507288886602600e-01,3.916507288886602600e-01,3.877139474277071507e-01,3.800163903652840625e-01,3.688928682556776861e-01,3.548054748035799344e-01,3.383027806988478936e-01,3.199757351959211515e-01,3.004159444907886223e-01,2.801806748732855734e-01,2.597671000774873784e-01
2.434381261896265136e-01,2.619231139696631683e-01,2.801806748732855179e-01,2.977687564515926200e-01,3.141966959010428218e-01,3.289478928988174289e-01,3.415098991884856772e-01,3.514097188948305250e-01,3.582506905855386004e-01,3.617463314490595438e-01,3.617463314490595438e-01,3.582506905855386004e-01,3.514097188948305250e-01,3.415098991884856772e-01,3.289478928988174289e-01,3.141966959010428218e-01,2.977687564515926200e-01,2.801806748732855734e-01,2.619231139696632238e-01,2.434381261896265136e-01
2.268431001890359178e-01,2.434381261896265136e-01,2.597671000774873229e-01,2.754413489096888545e-01,2.900337871264703216e-01,3.030985906539232499e-01,3.141966959010427662e-01,3.229252294777443799e-01,3.289478928988173734e-01,3.320226045566262441e-01,3.320226045566262441e-01,3.289478928988173734e-01,3.229252294777443799e-01,3.141966959010428218e-01,3.030985906539232499e-01,2.900337871264703216e-01,2.754413489096889101e-01,2.597671000774873784e-01,2.434381261896265136e-01,2.268431001890359178e-01
